column,bare_name,asset,stage,group,spec_file,depth_band,window_s,market_scope,feature_id,matched_spec_name,is_meta,is_target,is_feature,match_source,base_concept
spread_fut_300s_eth,spread_fut_300s,eth,S1,Price,s1_price,,300.0,Futures,1293.0,spread_fut_300s,False,False,True,spec,spread
spread_fut_60s_eth,spread_fut_60s,eth,S1,Price,s1_price,,60.0,Futures,1294.0,spread_fut_60s,False,False,True,spec,spread
spread_fut_900s_eth,spread_fut_900s,eth,S1,Price,s1_price,,900.0,Futures,1295.0,spread_fut_900s,False,False,True,spec,spread
spread_spot_300s_eth,spread_spot_300s,eth,S1,Price,s1_price,,300.0,Spot,1296.0,spread_spot_300s,False,False,True,spec,spread
spread_spot_60s_eth,spread_spot_60s,eth,S1,Price,s1_price,,60.0,Spot,1297.0,spread_spot_60s,False,False,True,spec,spread
spread_spot_900s_eth,spread_spot_900s,eth,S1,Price,s1_price,,900.0,Spot,1298.0,spread_spot_900s,False,False,True,spec,spread
vwap_fut_1s_eth,vwap_fut_1s,eth,S1,Price,s1_price,,,Futures,1299.0,vwap_fut_1s,False,False,True,spec,vwap
vwap_spot_1s_eth,vwap_spot_1s,eth,S1,Price,s1_price,,,Spot,1300.0,vwap_spot_1s,False,False,True,spec,vwap
range_pct_spot_3600s_eth,range_pct_spot_3600s,eth,S1,Range,s1_range,,3600.0,Spot,1301.0,range_pct_spot_3600s,False,False,True,spec,range_pct
range_pos_spot_3600s_eth,range_pos_spot_3600s,eth,S1,Range,s1_range,,3600.0,Spot,1302.0,range_pos_spot_3600s,False,False,True,spec,range_pos
range_pct_fut_3600s_eth,range_pct_fut_3600s,eth,S1,Range,s1_range,,3600.0,Futures,1303.0,range_pct_fut_3600s,False,False,True,spec,range_pct
range_pos_fut_3600s_eth,range_pos_fut_3600s,eth,S1,Range,s1_range,,3600.0,Futures,1304.0,range_pos_fut_3600s,False,False,True,spec,range_pos
dist_to_day_high_bps_spot_eth,dist_to_day_high_bps_spot,eth,S1,Range,s1_range,,,Spot,1305.0,dist_to_day_high_bps_spot,False,False,True,spec,dist_to_day_high_bps
dist_to_day_low_bps_spot_eth,dist_to_day_low_bps_spot,eth,S1,Range,s1_range,,,Spot,1306.0,dist_to_day_low_bps_spot,False,False,True,spec,dist_to_day_low_bps
range_pos_day_spot_eth,range_pos_day_spot,eth,S1,Range,s1_range,,,Spot,1307.0,range_pos_day_spot,False,False,True,spec,range_pos_day
day_range_bps_spot_eth,day_range_bps_spot,eth,S1,Range,s1_range,,,Spot,1308.0,day_range_bps_spot,False,False,True,spec,day_range_bps
dist_to_day_high_bps_fut_eth,dist_to_day_high_bps_fut,eth,S1,Range,s1_range,,,Futures,1309.0,dist_to_day_high_bps_fut,False,False,True,spec,dist_to_day_high_bps
dist_to_day_low_bps_fut_eth,dist_to_day_low_bps_fut,eth,S1,Range,s1_range,,,Futures,1310.0,dist_to_day_low_bps_fut,False,False,True,spec,dist_to_day_low_bps
range_pos_day_fut_eth,range_pos_day_fut,eth,S1,Range,s1_range,,,Futures,1311.0,range_pos_day_fut,False,False,True,spec,range_pos_day
day_range_bps_fut_eth,day_range_bps_fut,eth,S1,Range,s1_range,,,Futures,1312.0,day_range_bps_fut,False,False,True,spec,day_range_bps
ret_fwd_15s_eth,ret_fwd_15s,eth,S1,Returns,s1_returns,,15.0,Futures,1313.0,ret_fwd_15s,False,True,False,spec,ret_fwd
ret_fwd_1s_eth,ret_fwd_1s,eth,S1,Returns,s1_returns,,1.0,Futures,1314.0,ret_fwd_1s,False,True,False,spec,ret_fwd
ret_fwd_300s_eth,ret_fwd_300s,eth,S1,Returns,s1_returns,,300.0,Futures,1315.0,ret_fwd_300s,False,True,False,spec,ret_fwd
ret_fwd_60s_eth,ret_fwd_60s,eth,S1,Returns,s1_returns,,60.0,Futures,1316.0,ret_fwd_60s,False,True,False,spec,ret_fwd
ret_fwd_900s_eth,ret_fwd_900s,eth,S1,Returns,s1_returns,,900.0,Futures,1317.0,ret_fwd_900s,False,True,False,spec,ret_fwd
ret_mid_fut_1s_eth,ret_mid_fut_1s,eth,S1,Returns,s1_returns,,,Futures,1318.0,ret_mid_fut_1s,False,True,False,spec,ret_mid
ret_mid_spot_1s_eth,ret_mid_spot_1s,eth,S1,Returns,s1_returns,,,Spot,1319.0,ret_mid_spot_1s,False,True,False,spec,ret_mid
ret_fwd_5s_eth,ret_fwd_5s,eth,S1,Returns,s1_returns,,5.0,Futures,1320.0,ret_fwd_5s,False,True,False,spec,ret_fwd
ret_fwd_30s_eth,ret_fwd_30s,eth,S1,Returns,s1_returns,,30.0,Futures,1321.0,ret_fwd_30s,False,True,False,spec,ret_fwd
ret_fwd_120s_eth,ret_fwd_120s,eth,S1,Returns,s1_returns,,120.0,Futures,1322.0,ret_fwd_120s,False,True,False,spec,ret_fwd
mae_fwd_15s_bps_eth,mae_fwd_15s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,15.0,Futures,1323.0,mae_fwd_15s_bps,False,True,False,spec,mae_fwd_bps
mae_fwd_60s_bps_eth,mae_fwd_60s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,60.0,Futures,1324.0,mae_fwd_60s_bps,False,True,False,spec,mae_fwd_bps
mae_fwd_300s_bps_eth,mae_fwd_300s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,300.0,Futures,1325.0,mae_fwd_300s_bps,False,True,False,spec,mae_fwd_bps
mae_fwd_900s_bps_eth,mae_fwd_900s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,900.0,Futures,1326.0,mae_fwd_900s_bps,False,True,False,spec,mae_fwd_bps
mfe_fwd_15s_bps_eth,mfe_fwd_15s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,15.0,Futures,1327.0,mfe_fwd_15s_bps,False,True,False,spec,mfe_fwd_bps
mfe_fwd_60s_bps_eth,mfe_fwd_60s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,60.0,Futures,1328.0,mfe_fwd_60s_bps,False,True,False,spec,mfe_fwd_bps
mfe_fwd_300s_bps_eth,mfe_fwd_300s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,300.0,Futures,1329.0,mfe_fwd_300s_bps,False,True,False,spec,mfe_fwd_bps
mfe_fwd_900s_bps_eth,mfe_fwd_900s_bps,eth,S1,Forward Excursion,s1_forward_excursion,,900.0,Futures,1330.0,mfe_fwd_900s_bps,False,True,False,spec,mfe_fwd_bps
rv_fwd_60s_eth,rv_fwd_60s,eth,S1,Forward RV,s1_forward_rv,,60.0,Futures,1331.0,rv_fwd_60s,False,True,False,spec,rv_fwd
rv_fwd_300s_eth,rv_fwd_300s,eth,S1,Forward RV,s1_forward_rv,,300.0,Futures,1332.0,rv_fwd_300s,False,True,False,spec,rv_fwd
rv_fwd_900s_eth,rv_fwd_900s,eth,S1,Forward RV,s1_forward_rv,,900.0,Futures,1333.0,rv_fwd_900s,False,True,False,spec,rv_fwd
ema_50_5m_fut_eth,ema_50_5m_fut,eth,S1,Trend,s1_trend,,,Futures,1334.0,ema_50_5m_fut,False,False,True,spec,ema_50
ema_50_15m_fut_eth,ema_50_15m_fut,eth,S1,Trend,s1_trend,,,Futures,1335.0,ema_50_15m_fut,False,False,True,spec,ema_50
ema_50_60m_fut_eth,ema_50_60m_fut,eth,S1,Trend,s1_trend,,,Futures,1336.0,ema_50_60m_fut,False,False,True,spec,ema_50
ema_50_240m_fut_eth,ema_50_240m_fut,eth,S1,Trend,s1_trend,,,Futures,1337.0,ema_50_240m_fut,False,False,True,spec,ema_50
ema_200_5m_fut_eth,ema_200_5m_fut,eth,S1,Trend,s1_trend,,,Futures,1338.0,ema_200_5m_fut,False,False,True,spec,ema_200
ema_200_15m_fut_eth,ema_200_15m_fut,eth,S1,Trend,s1_trend,,,Futures,1339.0,ema_200_15m_fut,False,False,True,spec,ema_200
ema_200_60m_fut_eth,ema_200_60m_fut,eth,S1,Trend,s1_trend,,,Futures,1340.0,ema_200_60m_fut,False,False,True,spec,ema_200
ema_200_240m_fut_eth,ema_200_240m_fut,eth,S1,Trend,s1_trend,,,Futures,1341.0,ema_200_240m_fut,False,False,True,spec,ema_200
price_vs_ema_50_5m_bps_fut_eth,price_vs_ema_50_5m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1342.0,price_vs_ema_50_5m_bps_fut,False,False,True,spec,price_vs_ema_50_bps
price_vs_ema_50_15m_bps_fut_eth,price_vs_ema_50_15m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1343.0,price_vs_ema_50_15m_bps_fut,False,False,True,spec,price_vs_ema_50_bps
price_vs_ema_50_60m_bps_fut_eth,price_vs_ema_50_60m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1344.0,price_vs_ema_50_60m_bps_fut,False,False,True,spec,price_vs_ema_50_bps
price_vs_ema_50_240m_bps_fut_eth,price_vs_ema_50_240m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1345.0,price_vs_ema_50_240m_bps_fut,False,False,True,spec,price_vs_ema_50_bps
price_vs_ema_200_5m_bps_fut_eth,price_vs_ema_200_5m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1346.0,price_vs_ema_200_5m_bps_fut,False,False,True,spec,price_vs_ema_200_bps
price_vs_ema_200_15m_bps_fut_eth,price_vs_ema_200_15m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1347.0,price_vs_ema_200_15m_bps_fut,False,False,True,spec,price_vs_ema_200_bps
price_vs_ema_200_60m_bps_fut_eth,price_vs_ema_200_60m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1348.0,price_vs_ema_200_60m_bps_fut,False,False,True,spec,price_vs_ema_200_bps
price_vs_ema_200_240m_bps_fut_eth,price_vs_ema_200_240m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1349.0,price_vs_ema_200_240m_bps_fut,False,False,True,spec,price_vs_ema_200_bps
ema_slope_50_15m_bps_fut_eth,ema_slope_50_15m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1350.0,ema_slope_50_15m_bps_fut,False,False,True,spec,ema_slope_50_bps
ema_slope_50_60m_bps_fut_eth,ema_slope_50_60m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1351.0,ema_slope_50_60m_bps_fut,False,False,True,spec,ema_slope_50_bps
ema_slope_50_240m_bps_fut_eth,ema_slope_50_240m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1352.0,ema_slope_50_240m_bps_fut,False,False,True,spec,ema_slope_50_bps
ema_slope_200_15m_bps_fut_eth,ema_slope_200_15m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1353.0,ema_slope_200_15m_bps_fut,False,False,True,spec,ema_slope_200_bps
ema_slope_200_60m_bps_fut_eth,ema_slope_200_60m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1354.0,ema_slope_200_60m_bps_fut,False,False,True,spec,ema_slope_200_bps
ema_slope_200_240m_bps_fut_eth,ema_slope_200_240m_bps_fut,eth,S1,Trend,s1_trend,,,Futures,1355.0,ema_slope_200_240m_bps_fut,False,False,True,spec,ema_slope_200_bps
trend_aligned_15m_fut_eth,trend_aligned_15m_fut,eth,S1,Trend,s1_trend,,,Futures,1356.0,trend_aligned_15m_fut,False,False,True,spec,trend_aligned
trend_aligned_60m_fut_eth,trend_aligned_60m_fut,eth,S1,Trend,s1_trend,,,Futures,1357.0,trend_aligned_60m_fut,False,False,True,spec,trend_aligned
trend_aligned_240m_fut_eth,trend_aligned_240m_fut,eth,S1,Trend,s1_trend,,,Futures,1358.0,trend_aligned_240m_fut,False,False,True,spec,trend_aligned
dist_to_week_open_bps_fut_eth,dist_to_week_open_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1359.0,dist_to_week_open_bps_fut,False,False,True,spec,dist_to_week_open_bps
dist_to_week_high_bps_fut_eth,dist_to_week_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1360.0,dist_to_week_high_bps_fut,False,False,True,spec,dist_to_week_high_bps
dist_to_week_low_bps_fut_eth,dist_to_week_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1361.0,dist_to_week_low_bps_fut,False,False,True,spec,dist_to_week_low_bps
dist_to_prev_week_high_bps_fut_eth,dist_to_prev_week_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1362.0,dist_to_prev_week_high_bps_fut,False,False,True,spec,dist_to_prev_week_high_bps
dist_to_prev_week_low_bps_fut_eth,dist_to_prev_week_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1363.0,dist_to_prev_week_low_bps_fut,False,False,True,spec,dist_to_prev_week_low_bps
dist_to_month_open_bps_fut_eth,dist_to_month_open_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1364.0,dist_to_month_open_bps_fut,False,False,True,spec,dist_to_month_open_bps
dist_to_month_high_bps_fut_eth,dist_to_month_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1365.0,dist_to_month_high_bps_fut,False,False,True,spec,dist_to_month_high_bps
dist_to_month_low_bps_fut_eth,dist_to_month_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1366.0,dist_to_month_low_bps_fut,False,False,True,spec,dist_to_month_low_bps
dist_to_prev_month_high_bps_fut_eth,dist_to_prev_month_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1367.0,dist_to_prev_month_high_bps_fut,False,False,True,spec,dist_to_prev_month_high_bps
dist_to_prev_month_low_bps_fut_eth,dist_to_prev_month_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1368.0,dist_to_prev_month_low_bps_fut,False,False,True,spec,dist_to_prev_month_low_bps
dist_to_monday_high_bps_fut_eth,dist_to_monday_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1369.0,dist_to_monday_high_bps_fut,False,False,True,spec,dist_to_monday_high_bps
dist_to_monday_low_bps_fut_eth,dist_to_monday_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1370.0,dist_to_monday_low_bps_fut,False,False,True,spec,dist_to_monday_low_bps
dist_to_prev_day_high_bps_fut_eth,dist_to_prev_day_high_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1371.0,dist_to_prev_day_high_bps_fut,False,False,True,spec,dist_to_prev_day_high_bps
dist_to_prev_day_low_bps_fut_eth,dist_to_prev_day_low_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1372.0,dist_to_prev_day_low_bps_fut,False,False,True,spec,dist_to_prev_day_low_bps
range_pos_week_fut_eth,range_pos_week_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1373.0,range_pos_week_fut,False,False,True,spec,range_pos_week
range_pos_month_fut_eth,range_pos_month_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1374.0,range_pos_month_fut,False,False,True,spec,range_pos_month
week_range_bps_fut_eth,week_range_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1375.0,week_range_bps_fut,False,False,True,spec,week_range_bps
month_range_bps_fut_eth,month_range_bps_fut,eth,S1,Session Levels,s1_session_levels,,,Futures,1376.0,month_range_bps_fut,False,False,True,spec,month_range_bps
above_week_open_fut_eth,above_week_open_fut,eth,S1,Level Events,s1_level_events,,,Futures,1391.0,above_week_open_fut,False,False,True,spec,above_week_open
above_prev_day_high_fut_eth,above_prev_day_high_fut,eth,S1,Level Events,s1_level_events,,,Futures,1392.0,above_prev_day_high_fut,False,False,True,spec,above_prev_day_high
below_prev_day_low_fut_eth,below_prev_day_low_fut,eth,S1,Level Events,s1_level_events,,,Futures,1393.0,below_prev_day_low_fut,False,False,True,spec,below_prev_day_low
above_prev_week_high_fut_eth,above_prev_week_high_fut,eth,S1,Level Events,s1_level_events,,,Futures,1394.0,above_prev_week_high_fut,False,False,True,spec,above_prev_week_high
below_prev_week_low_fut_eth,below_prev_week_low_fut,eth,S1,Level Events,s1_level_events,,,Futures,1395.0,below_prev_week_low_fut,False,False,True,spec,below_prev_week_low
reclaimed_week_open_300s_fut_eth,reclaimed_week_open_300s_fut,eth,S1,Level Events,s1_level_events,,300.0,Futures,1396.0,reclaimed_week_open_300s_fut,False,False,True,spec,reclaimed_week_open
reclaimed_week_open_900s_fut_eth,reclaimed_week_open_900s_fut,eth,S1,Level Events,s1_level_events,,900.0,Futures,1397.0,reclaimed_week_open_900s_fut,False,False,True,spec,reclaimed_week_open
broke_prev_day_high_60s_fut_eth,broke_prev_day_high_60s_fut,eth,S1,Level Events,s1_level_events,,60.0,Futures,1398.0,broke_prev_day_high_60s_fut,False,False,True,spec,broke_prev_day_high
broke_prev_day_high_300s_fut_eth,broke_prev_day_high_300s_fut,eth,S1,Level Events,s1_level_events,,300.0,Futures,1399.0,broke_prev_day_high_300s_fut,False,False,True,spec,broke_prev_day_high
broke_prev_day_high_900s_fut_eth,broke_prev_day_high_900s_fut,eth,S1,Level Events,s1_level_events,,900.0,Futures,1400.0,broke_prev_day_high_900s_fut,False,False,True,spec,broke_prev_day_high
broke_prev_week_high_300s_fut_eth,broke_prev_week_high_300s_fut,eth,S1,Level Events,s1_level_events,,300.0,Futures,1401.0,broke_prev_week_high_300s_fut,False,False,True,spec,broke_prev_week_high
broke_prev_week_high_900s_fut_eth,broke_prev_week_high_900s_fut,eth,S1,Level Events,s1_level_events,,900.0,Futures,1402.0,broke_prev_week_high_900s_fut,False,False,True,spec,broke_prev_week_high
broke_prev_day_low_60s_fut_eth,broke_prev_day_low_60s_fut,eth,S1,Level Events,s1_level_events,,60.0,Futures,1403.0,broke_prev_day_low_60s_fut,False,False,True,spec,broke_prev_day_low
broke_prev_day_low_300s_fut_eth,broke_prev_day_low_300s_fut,eth,S1,Level Events,s1_level_events,,300.0,Futures,1404.0,broke_prev_day_low_300s_fut,False,False,True,spec,broke_prev_day_low
broke_prev_day_low_900s_fut_eth,broke_prev_day_low_900s_fut,eth,S1,Level Events,s1_level_events,,900.0,Futures,1405.0,broke_prev_day_low_900s_fut,False,False,True,spec,broke_prev_day_low
broke_prev_week_low_300s_fut_eth,broke_prev_week_low_300s_fut,eth,S1,Level Events,s1_level_events,,300.0,Futures,1406.0,broke_prev_week_low_300s_fut,False,False,True,spec,broke_prev_week_low
broke_prev_week_low_900s_fut_eth,broke_prev_week_low_900s_fut,eth,S1,Level Events,s1_level_events,,900.0,Futures,1407.0,broke_prev_week_low_900s_fut,False,False,True,spec,broke_prev_week_low
dist_to_fib_382_week_bps_fut_eth,dist_to_fib_382_week_bps_fut,eth,S1,Range,s1_range,,,Futures,1408.0,dist_to_fib_382_week_bps_fut,False,False,True,spec,dist_to_fib_382_week_bps
dist_to_fib_500_week_bps_fut_eth,dist_to_fib_500_week_bps_fut,eth,S1,Range,s1_range,,,Futures,1409.0,dist_to_fib_500_week_bps_fut,False,False,True,spec,dist_to_fib_500_week_bps
dist_to_fib_618_week_bps_fut_eth,dist_to_fib_618_week_bps_fut,eth,S1,Range,s1_range,,,Futures,1410.0,dist_to_fib_618_week_bps_fut,False,False,True,spec,dist_to_fib_618_week_bps
dist_to_fib_786_week_bps_fut_eth,dist_to_fib_786_week_bps_fut,eth,S1,Range,s1_range,,,Futures,1411.0,dist_to_fib_786_week_bps_fut,False,False,True,spec,dist_to_fib_786_week_bps
dist_to_fib_382_month_bps_fut_eth,dist_to_fib_382_month_bps_fut,eth,S1,Range,s1_range,,,Futures,1412.0,dist_to_fib_382_month_bps_fut,False,False,True,spec,dist_to_fib_382_month_bps
dist_to_fib_618_month_bps_fut_eth,dist_to_fib_618_month_bps_fut,eth,S1,Range,s1_range,,,Futures,1413.0,dist_to_fib_618_month_bps_fut,False,False,True,spec,dist_to_fib_618_month_bps
dist_to_poc_60m_bps_fut_eth,dist_to_poc_60m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1414.0,dist_to_poc_60m_bps_fut,False,False,True,spec,dist_to_poc_bps
dist_to_poc_240m_bps_fut_eth,dist_to_poc_240m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1415.0,dist_to_poc_240m_bps_fut,False,False,True,spec,dist_to_poc_bps
dist_to_poc_1d_bps_fut_eth,dist_to_poc_1d_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1416.0,dist_to_poc_1d_bps_fut,False,False,True,spec,dist_to_poc_bps
dist_to_vah_60m_bps_fut_eth,dist_to_vah_60m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1417.0,dist_to_vah_60m_bps_fut,False,False,True,spec,dist_to_vah_bps
dist_to_vah_240m_bps_fut_eth,dist_to_vah_240m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1418.0,dist_to_vah_240m_bps_fut,False,False,True,spec,dist_to_vah_bps
dist_to_vah_1d_bps_fut_eth,dist_to_vah_1d_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1419.0,dist_to_vah_1d_bps_fut,False,False,True,spec,dist_to_vah_bps
dist_to_val_60m_bps_fut_eth,dist_to_val_60m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1420.0,dist_to_val_60m_bps_fut,False,False,True,spec,dist_to_val_bps
dist_to_val_240m_bps_fut_eth,dist_to_val_240m_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1421.0,dist_to_val_240m_bps_fut,False,False,True,spec,dist_to_val_bps
dist_to_val_1d_bps_fut_eth,dist_to_val_1d_bps_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1422.0,dist_to_val_1d_bps_fut,False,False,True,spec,dist_to_val_bps
price_vs_va_60m_fut_eth,price_vs_va_60m_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1423.0,price_vs_va_60m_fut,False,False,True,spec,price_vs_va
price_vs_va_240m_fut_eth,price_vs_va_240m_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1424.0,price_vs_va_240m_fut,False,False,True,spec,price_vs_va
price_vs_va_1d_fut_eth,price_vs_va_1d_fut,eth,S1,Volume Profile,s1_volume_profile,,,Futures,1425.0,price_vs_va_1d_fut,False,False,True,spec,price_vs_va
absorption_asymmetry_fut_1bps_15s_eth,absorption_asymmetry_fut_1bps_15s,eth,S2,Absorption,s2_absorption,,15.0,Futures,2000.0,absorption_asymmetry_fut_1bps_15s,False,False,True,spec,absorption_asymmetry_1bps
absorption_asymmetry_spot_1bps_15s_eth,absorption_asymmetry_spot_1bps_15s,eth,S2,Absorption,s2_absorption,,15.0,Spot,2001.0,absorption_asymmetry_spot_1bps_15s,False,False,True,spec,absorption_asymmetry_1bps
aggressor_absorption_ratio_fut_2bps_60s_eth,aggressor_absorption_ratio_fut_2bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Futures,2002.0,aggressor_absorption_ratio_fut_2bps_60s,False,False,True,spec,aggressor_absorption_ratio_2bps
aggressor_absorption_ratio_fut_5bps_60s_eth,aggressor_absorption_ratio_fut_5bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Futures,2003.0,aggressor_absorption_ratio_fut_5bps_60s,False,False,True,spec,aggressor_absorption_ratio_5bps
aggressor_absorption_ratio_spot_2bps_60s_eth,aggressor_absorption_ratio_spot_2bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Spot,2004.0,aggressor_absorption_ratio_spot_2bps_60s,False,False,True,spec,aggressor_absorption_ratio_2bps
aggressor_absorption_ratio_spot_5bps_60s_eth,aggressor_absorption_ratio_spot_5bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Spot,2005.0,aggressor_absorption_ratio_spot_5bps_60s,False,False,True,spec,aggressor_absorption_ratio_5bps
absorption_volume_ask_fut_1bps_60s_eth,absorption_volume_ask_fut_1bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Futures,2006.0,absorption_volume_ask_fut_1bps_60s,False,False,True,spec,absorption_volume_ask_1bps
absorption_volume_ask_spot_1bps_60s_eth,absorption_volume_ask_spot_1bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Spot,2007.0,absorption_volume_ask_spot_1bps_60s,False,False,True,spec,absorption_volume_ask_1bps
absorption_volume_bid_fut_1bps_60s_eth,absorption_volume_bid_fut_1bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Futures,2008.0,absorption_volume_bid_fut_1bps_60s,False,False,True,spec,absorption_volume_bid_1bps
absorption_volume_bid_spot_1bps_60s_eth,absorption_volume_bid_spot_1bps_60s,eth,S2,Absorption,s2_absorption,,60.0,Spot,2009.0,absorption_volume_bid_spot_1bps_60s,False,False,True,spec,absorption_volume_bid_1bps
absorb_refill_ask_fut_10bps_1s_eth,absorb_refill_ask_fut_10bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2010.0,absorb_refill_ask_fut_10bps_1s,False,False,True,spec,absorb_refill_ask_10bps
absorb_refill_ask_fut_2bps_1s_eth,absorb_refill_ask_fut_2bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2011.0,absorb_refill_ask_fut_2bps_1s,False,False,True,spec,absorb_refill_ask_2bps
absorb_refill_ask_fut_5bps_1s_eth,absorb_refill_ask_fut_5bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2012.0,absorb_refill_ask_fut_5bps_1s,False,False,True,spec,absorb_refill_ask_5bps
absorb_refill_ask_spot_10bps_1s_eth,absorb_refill_ask_spot_10bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2013.0,absorb_refill_ask_spot_10bps_1s,False,False,True,spec,absorb_refill_ask_10bps
absorb_refill_ask_spot_2bps_1s_eth,absorb_refill_ask_spot_2bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2014.0,absorb_refill_ask_spot_2bps_1s,False,False,True,spec,absorb_refill_ask_2bps
absorb_refill_ask_spot_5bps_1s_eth,absorb_refill_ask_spot_5bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2015.0,absorb_refill_ask_spot_5bps_1s,False,False,True,spec,absorb_refill_ask_5bps
absorb_refill_bid_fut_10bps_1s_eth,absorb_refill_bid_fut_10bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2016.0,absorb_refill_bid_fut_10bps_1s,False,False,True,spec,absorb_refill_bid_10bps
absorb_refill_bid_fut_2bps_1s_eth,absorb_refill_bid_fut_2bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2017.0,absorb_refill_bid_fut_2bps_1s,False,False,True,spec,absorb_refill_bid_2bps
absorb_refill_bid_fut_5bps_1s_eth,absorb_refill_bid_fut_5bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2018.0,absorb_refill_bid_fut_5bps_1s,False,False,True,spec,absorb_refill_bid_5bps
absorb_refill_bid_spot_10bps_1s_eth,absorb_refill_bid_spot_10bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2019.0,absorb_refill_bid_spot_10bps_1s,False,False,True,spec,absorb_refill_bid_10bps
absorb_refill_bid_spot_2bps_1s_eth,absorb_refill_bid_spot_2bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2020.0,absorb_refill_bid_spot_2bps_1s,False,False,True,spec,absorb_refill_bid_2bps
absorb_refill_bid_spot_5bps_1s_eth,absorb_refill_bid_spot_5bps_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2021.0,absorb_refill_bid_spot_5bps_1s,False,False,True,spec,absorb_refill_bid_5bps
trade_absorption_ratio_fut_1s_eth,trade_absorption_ratio_fut_1s,eth,S2,Absorption,s2_absorption,,1.0,Futures,2022.0,trade_absorption_ratio_fut_1s,False,False,True,spec,trade_absorption_ratio
trade_absorption_ratio_spot_1s_eth,trade_absorption_ratio_spot_1s,eth,S2,Absorption,s2_absorption,,1.0,Spot,2023.0,trade_absorption_ratio_spot_1s,False,False,True,spec,trade_absorption_ratio
